,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
859,Yes,B.E - CSE,University Institute of Engineering (UIE),98,2014,Telangana Board of Education,94.3,94.3,Non - Medical,2016,Telangana Board of Education,,,,,,7.64,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Andhra Pradesh,General,Male,Na,,,,,Tcs Ion's Manac Institute,Hyderabad,Six Weeks,College Interacto,Jsp With Oracle,700,680,545,720,545,500,11,22,Zensar Technologies,3,4,On Campus
860,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,75,75,Non - Medical,2016,CBSE,,,,,,7.39,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,,,,,,Nielit(national Institute Of Electronics And Information Technology),Mohali,Six Weeks,Tic Tac Toe Saga,"Android, Java, Xml.",595,635,565,360,525,531,23,23,Mu Sigma,5.5,7.25,On Campus
861,Yes,B.E - CSE,University Institute of Engineering (UIE),87.5,2014,ICSE,64,64,Non - Medical,2016,ICSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Deeplearning ,Xen.ai,Student Ambassdor,Na,Ongoing,"Excellence Technology,mohali",Mohali,45 Days,Online Crime Report,Html And Css With Sql,640,505,545,540,525,469,43,22,Cognizant,3,3,On Campus
862,Yes,B.E - CSE,University Institute of Engineering (UIE),87.5,2014,ICSE,64,64,Non - Medical,2016,ICSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Deeplearning ,Xen.ai,Student Ambassdor,Na,Ongoing,"Excellence Technology,mohali",Mohali,45 Days,Online Crime Report,Html And Css With Sql,640,505,545,540,525,469,43,22,Wipro,3.5,3.5,On Campus
863,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2013,CBSE,89.4,89.4,Non - Medical,2015,CBSE,,,,,,7.68,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,,,,,,Ducat ,Delhi,Six Weeks,Sentimental Analysis Using Data Science,,675,785,605,540,635,562,53,22,Capgemini,3.8,3.8,On Campus
864,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2013,CBSE,89.4,89.4,Non - Medical,2015,CBSE,,,,,,7.68,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,,,,,,Ducat ,Delhi,Six Weeks,Sentimental Analysis Using Data Science,,675,785,605,540,635,562,53,22,Mu Sigma,5.5,7.25,On Campus
865,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,64.8,64.8,Non - Medical,2016,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Android Training By Chandigarh University,Ghraun,Six Weeks,India Tourism,Java And Xml,570,680,570,540,605,469,80,23,Capgemini,3.8,3.8,On Campus
866,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,64.8,64.8,Non - Medical,2016,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Android Training By Chandigarh University,Ghraun,Six Weeks,India Tourism,Java And Xml,570,680,570,540,605,469,80,23,IBM,4.25,4.65,On Campus
867,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,64.8,64.8,Non - Medical,2016,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Android Training By Chandigarh University,Ghraun,Six Weeks,India Tourism,Java And Xml,570,680,570,540,605,469,80,23,Persistent System Ltd,4.41,8.41,On Campus
868,Yes,B.E - CSE,University Institute of Engineering (UIE),70.3,2014,J&K State Board of School Education,88.4,88.4,Non - Medical,2015,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Chandigarh University,Chandigarh University,45 Days,India Tourism,,595,680,555,540,515,438,47,22,Cognizant,3,3,On Campus
869,Yes,B.E - CSE,University Institute of Engineering (UIE),70.3,2014,J&K State Board of School Education,88.4,88.4,Non - Medical,2015,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Chandigarh University,Chandigarh University,45 Days,India Tourism,,595,680,555,540,515,438,47,22,FICO,8,8,On Campus
870,Yes,B.E - CSE,University Institute of Engineering (UIE),70.3,2014,J&K State Board of School Education,88.4,88.4,Non - Medical,2015,CBSE,,,,,,8.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Chandigarh University,Chandigarh University,45 Days,India Tourism,,595,680,555,540,515,438,47,22,Wipro,3.5,3.5,On Campus
871,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Supive Pvt Ltd,,Six Weeks,Anonymous Browser,Android,640,755,590,540,595,408,51,22,Publicis Sapient,4.9,4.9,On Campus
872,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Supive Pvt Ltd,,Six Weeks,Anonymous Browser,Android,640,755,590,540,595,408,51,22,Wipro,3.5,3.5,On Campus
873,Yes,B.E - CSE,University Institute of Engineering (UIE),87.45,2013,Maharashtra State Board,79,79,Non - Medical,2016,CBSE,,,,,,8.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,OBC,Male,6 Week Training In Core Php,,,,,Tcil-it ,Chandigarh,Six Weeks,Lazeez Restaurant,"Html,css,javascript,php,sql",615,710,545,540,505,500,48,22,Cognizant,3,3,On Campus
874,Yes,B.E - CSE,University Institute of Engineering (UIE),62.7,2013,CBSE,60.2,60.2,Non - Medical,2015,CBSE,,,,,,7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,"Java,python, Networking",No,No,No,No,Ams Hutech,Mohali,45 Days,Acl Voip,Networking And Cisco Packet Tracer,490,310,410,540,395,438,0,23,CGI,3.39,3.39,On Campus
875,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,85.6,85.6,Non - Medical,2016,UP Board,,,,,,7.04,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,SC,Female,Na,,,,,Excellence Technology,Chandigarh,45 Days,Networking,Cisco Packet Tracer,595,460,520,540,475,438,0,22,IBM-GTS,4.25,4.25,On Campus
876,Yes,B.E - CSE,University Institute of Engineering (UIE),85.16,2013,UP Board,86.6,86.6,Non - Medical,2015,UP Board,,,,,,8.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Android Development,,,,,Niit,Kanpur,45 Days,College Managment App,Android ,605,605,555,540,415,500,3,23,Capgemini,3.8,3.8,On Campus
877,Yes,B.E - CSE,University Institute of Engineering (UIE),85.16,2013,UP Board,86.6,86.6,Non - Medical,2015,UP Board,,,,,,8.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Android Development,,,,,Niit,Kanpur,45 Days,College Managment App,Android ,605,605,555,540,415,500,3,23,IBM,4.25,4.65,On Campus
878,Yes,B.E - CSE,University Institute of Engineering (UIE),85.16,2013,UP Board,86.6,86.6,Non - Medical,2015,UP Board,,,,,,8.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Android Development,,,,,Niit,Kanpur,45 Days,College Managment App,Android ,605,605,555,540,415,500,3,23,Mu Sigma,5.5,7.25,On Campus
879,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2010,CBSE,58,58,Non - Medical,2012,Bihar School Examination Board,,,,,,6.19,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Ccna In Patna,Patna,Six Weeks,,,475,355,445,540,385,377,0,21,Centilytics,2.4,4.8,On Campus
880,Yes,B.E - CSE,University Institute of Engineering (UIE),81.38,2014,Punjab School Education Board,88.44,88.44,Non - Medical,2016,Punjab School Education Board,,,,,,7.87,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Simplus,Amritsar,Six Weeks,,,650,855,625,540,525,500,24,22, Hexagon Capability Center India Pvt. Ltd,5.5,5.5,On Campus
881,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,66.8,66.8,Non - Medical,2015,CBSE,,,,,,6.85,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna,No,No,No,No,"Cetpa Infotech, Delhi",Delhi,Six Weeks,University Network Design,Cisco Packet Tracer,580,650,665,540,435,377,0,23,Capgemini,3.8,3.8,On Campus
882,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,66.8,66.8,Non - Medical,2015,CBSE,,,,,,6.85,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna,No,No,No,No,"Cetpa Infotech, Delhi",Delhi,Six Weeks,University Network Design,Cisco Packet Tracer,580,650,665,540,435,377,0,23,LIDO Learning Pvt. Ltd,3.6,10,On Campus
883,Yes,B.E - CSE,University Institute of Engineering (UIE),74.4,2013,ICSE,76.6,76.6,Other,2015,CBSE,,,,,,7.28,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,"Python Certification , Data Structure",,,,,Chandigarh University,Gharuan,Six Weeks,Indian Tourism Application,Andriod Development,545,605,555,540,464,408,11,23,IBM,4.25,4.65,On Campus
884,Yes,B.E - CSE,University Institute of Engineering (UIE),67,2012,ICSE,52.92,52.92,Non - Medical,2014,Maharashtra State Board,,,,,,5.84,3,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,General,Male,,,,,,Ams Techub,Mohali,45 Days,Online Banking System,Cisco Packet Tracer,525,575,565,360,405,438,3,24,IntellykÿInc,2.4,2.4,On Campus
885,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,77.8,77.8,Non - Medical,2016,CBSE,,,,,,7.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Python-for-data-science-and-machine-learning-bootcamp,,,,,Ducat India,Gurgaon,Six Weeks,Logistic Regression Using Machine Learning,"Python ,machine Learning",595,680,605,540,535,562,27,21,GlobusÿEight India Pvt. Ltd,3.08,3.51,On Campus
886,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2013,CBSE,70.2,70.2,Non - Medical,2016,Bihar School Examination Board,,,,,,7.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Machine Learning,Na,Na,Na,Na,Niks Technology Patna,Patna,Six Weeks,Network Configuration With Diffrent  Routing Protocols,Cisco Packet Tracer,490,650,640,540,515,408,0,23,Open Access TechnologyIndia Pvt Ltd,2.7,3.5,On Campus
887,Yes,B.E - CSE,University Institute of Engineering (UIE),93,2014,Himachal Pradesh Board,85,85,Non - Medical,2016,Himachal Pradesh Board,,,,,,8.09,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Female,,,,,,Udacity,Chandigarh ,Six Weeks,Tour Guide App,Android ,710,840,625,540,725,531,86,21,Financial Software Systems,6,6,On Campus
888,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2014,CBSE,71.4,71.4,Non - Medical,2016,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Ethical Hacking Grade 1,,,,,Lucideus Technologies,New Delhi,Six Weeks,E-learning Platform Of Cyber Security And Ethical Hacking,"Html,css,sql",370,415,400,540,335,377,0,22,DXCÿTechnology,3.6,3.6,On Campus
889,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,72.4,72.4,Non - Medical,2016,CBSE,,,,,,7.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Na,,,,,"A2it Pvt Ltd, Mohali",Mohali,45 Days,Network Configuration With Various Protocols,Packet Tracer,440,560,420,540,545,408,28,21,DXCÿTechnology,3.6,3.6,On Campus
890,Yes,B.E - CSE,University Institute of Engineering (UIE),77.83,2014,ICSE,72,72,Non - Medical,2016,CBSE,,,,,,7.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,"C, C++",,,,,Tcil-it,Chandigarh ,Six Weeks,File Splitter ,Java,615,635,510,540,525,500,11,22,Birlasoft India Ltd,3.25,3.25,On Campus
891,Yes,B.E - CSE,University Institute of Engineering (UIE),77.83,2014,ICSE,72,72,Non - Medical,2016,CBSE,,,,,,7.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,"C, C++",,,,,Tcil-it,Chandigarh ,Six Weeks,File Splitter ,Java,615,635,510,540,525,500,11,22,Wipro,3.5,3.5,On Campus
892,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,61.2,61.2,Non - Medical,2016,Bihar School Examination Board,,,,,,7.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,"Certification On Text Mining And Analysis From Coursera, Certification Of Obtaining 3rd Rank On University Level On Tech Fest 2018, Certification Of Six Week Training In Web Development ",,,,,Tcil-it Chandigarh,Chandigarh,Six Weeks,Website On Weekend Planner,"Php,html,css,js,sql",545,680,665,720,525,500,28,22,Capgemini,3.8,3.8,On Campus
893,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,61.2,61.2,Non - Medical,2016,Bihar School Examination Board,,,,,,7.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,"Certification On Text Mining And Analysis From Coursera, Certification Of Obtaining 3rd Rank On University Level On Tech Fest 2018, Certification Of Six Week Training In Web Development ",,,,,Tcil-it Chandigarh,Chandigarh,Six Weeks,Website On Weekend Planner,"Php,html,css,js,sql",545,680,665,720,525,500,28,22,Wipro,3.5,3.5,On Campus
894,Yes,B.E - CSE,University Institute of Engineering (UIE),78.85,2013,CBSE,65.2,65.2,Non - Medical,2016,CBSE,,,,,,6.1,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Ams Techub,Mohali,Six Weeks,Face And Voice Recognizer Using Machine Learning,Machine Learning And Python With Opencv,615,475,650,540,535,408,36,23,NihilentÿLimited,3.5,3.5,On Campus
895,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2014,CBSE,79.2,79.2,Non - Medical,2016,Haryana Board of Education,,,,,,6.21,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,,,,,,Gyan Techno Solution,Rohtak,Six Weeks,Fee Management System,Java,630,400,505,540,575,562,3,21,EasternÿSoftwareÿSystemsÿPvt.ÿLtd,7.4,6.7,On Campus
896,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Machine Learning By Stanford University On Coursera,,,,,Coder's Point,Panchkula,Six Weeks,Fee Management System,J2se,685,650,630,540,695,654,80,21,Amazon,28.75,28.75,On Campus
897,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Machine Learning By Stanford University On Coursera,,,,,Coder's Point,Panchkula,Six Weeks,Fee Management System,J2se,685,650,630,540,695,654,80,21,Capgemini,3.8,3.8,On Campus
898,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Machine Learning By Stanford University On Coursera,,,,,Coder's Point,Panchkula,Six Weeks,Fee Management System,J2se,685,650,630,540,695,654,80,21,Cognizant,3,3,On Campus
899,Yes,B.E - CSE,University Institute of Engineering (UIE),70.14,2014,ICSE,55,55,Non - Medical,2016,CBSE,,,,,,6.12,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Coder's Point,Panchkula,Six Weeks,Fee's Management,Java,720,560,505,540,485,408,3,21,KPG99ÿInc,2.5,3.5,On Campus
900,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2013,CBSE,81.8,81.8,Non - Medical,2015,CBSE,,,,,,7.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,Php,,,,,Sachtech Institute,Mohali,45 Days,Astrology Website Using Php,Php,570,605,580,360,535,408,32,24,Capgemini,3.8,3.8,On Campus
901,Yes,B.E - CSE,University Institute of Engineering (UIE),95.4,2014,ICSE,92.6,92.6,Non - Medical,2016,CBSE,,,,,,8.09,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Gauge Data Solutions Pvt. Ltd.,Noida,2 Month,Document Recommendation Using Tf-idf - Natural Language Processing,"Java, Python",780,900,700,720,725,500,88,23,Hitachi,6.5,6.5,On Campus
902,Yes,B.E - CSE,University Institute of Engineering (UIE),95.4,2014,ICSE,92.6,92.6,Non - Medical,2016,CBSE,,,,,,8.09,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Gauge Data Solutions Pvt. Ltd.,Noida,2 Month,Document Recommendation Using Tf-idf - Natural Language Processing,"Java, Python",780,900,700,720,725,500,88,23,Teqfocus Solution,7.2,7.2,Off Campus
903,Yes,B.E - CSE,University Institute of Engineering (UIE),89.4,2014,J&K State Board of School Education,92.2,92.2,Non - Medical,2016,J&K State Board of School Education,,,,,,7.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Na,,,,,Ibm,Chandigarh,2 Month,Online Luxury Car Rental System ,"Java , Sql",545,505,425,540,495,531,11,21,Mindtree,3.5,3.5,On Campus
904,Yes,B.E - CSE,University Institute of Engineering (UIE),79.83,2013,ICSE,75.8,75.8,Non - Medical,2015,ICSE,,,,,,7.12,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,No,No,No,No,No,Niit ,Lucknow,Other,Basic Networking,Networking,545,415,520,540,375,562,48,23,IBM,4.25,4.65,On Campus
905,Yes,B.E - CSE,University Institute of Engineering (UIE),79.83,2013,ICSE,75.8,75.8,Non - Medical,2015,ICSE,,,,,,7.12,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,No,No,No,No,No,Niit ,Lucknow,Other,Basic Networking,Networking,545,415,520,540,375,562,48,23,LIDO Learning Pvt. Ltd,3.6,10,On Campus
906,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,77.6,77.6,Non - Medical,2016,CBSE,,,,,,6.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Adiya Birla Hindalco Industries Ltd.,Renukoot,2 Month,Weigh Scale Management System,Python,615,575,505,540,465,562,5,22,Cognizant,3,3,On Campus
907,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,77.6,77.6,Non - Medical,2016,CBSE,,,,,,6.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Adiya Birla Hindalco Industries Ltd.,Renukoot,2 Month,Weigh Scale Management System,Python,615,575,505,540,465,562,5,22,IBM,4.25,4.65,On Campus
908,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,74.2,74.2,Non - Medical,2016,CBSE,,,,,,7.25,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Blockchain Architecture Design And Use Causes,,,,,A2it,Mohali,45 Days,Lan Setup,Cisco Packet Tracer,745,755,615,540,675,500,15,22,Capgemini,3.8,3.8,On Campus
909,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,74.2,74.2,Non - Medical,2016,CBSE,,,,,,7.25,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Blockchain Architecture Design And Use Causes,,,,,A2it,Mohali,45 Days,Lan Setup,Cisco Packet Tracer,745,755,615,540,675,500,15,22,Google,8.45,10.52,On Campus
910,Yes,B.E - CSE,University Institute of Engineering (UIE),92.6,2014,CBSE,85.4,85.4,Non - Medical,2016,Rajasthan board of secondary education,,,,,,8.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,Chandigarh University,Mohali,Six Weeks,Small Organization Network,Packet Tracer,735,900,665,540,585,592,100,20,Nutanix,19,19,On Campus
911,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,82.2,82.2,Non - Medical,2015,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,"Itech Computer Education, Mira Road, Mumbai",Mumbai,45 Days,,,675,650,590,540,495,592,19,22,Cognizant,3,3,On Campus
912,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,82.2,82.2,Non - Medical,2015,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,"Itech Computer Education, Mira Road, Mumbai",Mumbai,45 Days,,,675,650,590,540,495,592,19,22,Mindtree,3.5,3.5,On Campus
913,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,82.2,82.2,Non - Medical,2015,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,"Itech Computer Education, Mira Road, Mumbai",Mumbai,45 Days,,,675,650,590,540,495,592,19,22,Wipro,3.5,3.5,On Campus
